name,Manufacturer,type,feature.x,value.x,featureAbbr.x,feature.y,value.y,featureAbbr.y
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Grams of fat,1,Fat,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Milligrams of sodium,280,Sodium,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Grams of dietary fiber,0,Fiber,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Grams of complex carbohydrates,15,Carbohydrates,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Grams of sugars,9,Sugars,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Milligrams of potassium,45,Potassium,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Display shelf,2,Shelf,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Number of cups in one serving,0.75,Cups,Rating of cereal,23.804043,**Rating**
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Calories per serving,110,Calories
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Grams of protein,1,Protein
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Grams of fat,1,Fat
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Milligrams of sodium,280,Sodium
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Grams of dietary fiber,0,Fiber
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Grams of complex carbohydrates,15,Carbohydrates
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Grams of sugars,9,Sugars
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Milligrams of potassium,45,Potassium
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Display shelf,2,Shelf
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Weight in ounces per one serving,1,Ounces
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Number of cups in one serving,0.75,Cups
Golden Grahams,General Mills,Cold,Rating of cereal,23.804043,**Rating**,Rating of cereal,23.804043,**Rating**
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Calories per serving,110,Calories,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Grams of protein,3,Protein,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Grams of fat,1,Fat,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Milligrams of sodium,250,Sodium,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Grams of dietary fiber,1.5,Fiber,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Grams of complex carbohydrates,11.5,Carbohydrates,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Grams of sugars,10,Sugars,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Milligrams of potassium,90,Potassium
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Display shelf,1,Shelf
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Weight in ounces per one serving,1,Ounces
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Number of cups in one serving,0.75,Cups
Honey Nut Cheerios,General Mills,Cold,Milligrams of potassium,90,Potassium,Rating of cereal,31.072217,**Rating**
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Calories per serving,110,Calories
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of protein,3,Protein
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of fat,1,Fat
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Milligrams of sodium,250,Sodium
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of dietary fiber,1.5,Fiber
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of complex carbohydrates,11.5,Carbohydrates
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Grams of sugars,10,Sugars
Honey Nut Cheerios,General Mills,Cold,Vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Milligrams of potassium,90,Potassium
