name,Manufacturer,type,feature.x,value.x,featureAbbr.x,feature.y,value.y,featureAbbr.y
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,grams of fat,1,Fat
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,milligrams of sodium,200,Sodium
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,grams of dietary fiber,3,Fiber
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,grams of complex carbohydrates,16,Carbohydrates
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,grams of sugars,3,Sugars
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,milligrams of potassium,110,Potassium
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,vitamins and minerals (% of FDA recommendation),100,Vitamins/Minerals
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,Display shelf,3,Shelf
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,Weight in ounces per one serving,1,Ounces
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,Number of cups in one serving,1,Cups
Total Whole Grain,General Mills,Cold,Rating of cereal,46.658844,**Rating**,Rating of cereal,46.658844,**Rating**
Triples,General Mills,Cold,calories per serving,110,Calories,calories per serving,110,Calories
Triples,General Mills,Cold,calories per serving,110,Calories,grams of protein,2,Protein
Triples,General Mills,Cold,calories per serving,110,Calories,grams of fat,1,Fat
Triples,General Mills,Cold,calories per serving,110,Calories,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,calories per serving,110,Calories,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,calories per serving,110,Calories,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,calories per serving,110,Calories,grams of sugars,3,Sugars
Triples,General Mills,Cold,calories per serving,110,Calories,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,calories per serving,110,Calories,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,calories per serving,110,Calories,Display shelf,3,Shelf
Triples,General Mills,Cold,calories per serving,110,Calories,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,calories per serving,110,Calories,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,calories per serving,110,Calories,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,grams of protein,2,Protein,calories per serving,110,Calories
Triples,General Mills,Cold,grams of protein,2,Protein,grams of protein,2,Protein
Triples,General Mills,Cold,grams of protein,2,Protein,grams of fat,1,Fat
Triples,General Mills,Cold,grams of protein,2,Protein,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,grams of protein,2,Protein,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,grams of protein,2,Protein,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,grams of protein,2,Protein,grams of sugars,3,Sugars
Triples,General Mills,Cold,grams of protein,2,Protein,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,grams of protein,2,Protein,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,grams of protein,2,Protein,Display shelf,3,Shelf
Triples,General Mills,Cold,grams of protein,2,Protein,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,grams of protein,2,Protein,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,grams of protein,2,Protein,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,grams of fat,1,Fat,calories per serving,110,Calories
Triples,General Mills,Cold,grams of fat,1,Fat,grams of protein,2,Protein
Triples,General Mills,Cold,grams of fat,1,Fat,grams of fat,1,Fat
Triples,General Mills,Cold,grams of fat,1,Fat,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,grams of fat,1,Fat,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,grams of fat,1,Fat,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,grams of fat,1,Fat,grams of sugars,3,Sugars
Triples,General Mills,Cold,grams of fat,1,Fat,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,grams of fat,1,Fat,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,grams of fat,1,Fat,Display shelf,3,Shelf
Triples,General Mills,Cold,grams of fat,1,Fat,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,grams of fat,1,Fat,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,grams of fat,1,Fat,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,calories per serving,110,Calories
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,grams of protein,2,Protein
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,grams of fat,1,Fat
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,grams of sugars,3,Sugars
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,Display shelf,3,Shelf
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,milligrams of sodium,250,Sodium,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,calories per serving,110,Calories
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of protein,2,Protein
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of fat,1,Fat
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of sugars,3,Sugars
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,Display shelf,3,Shelf
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,grams of dietary fiber,0,Fiber,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,calories per serving,110,Calories
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,grams of protein,2,Protein
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,grams of fat,1,Fat
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,grams of sugars,3,Sugars
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,Display shelf,3,Shelf
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,grams of complex carbohydrates,21,Carbohydrates,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,grams of sugars,3,Sugars,calories per serving,110,Calories
Triples,General Mills,Cold,grams of sugars,3,Sugars,grams of protein,2,Protein
Triples,General Mills,Cold,grams of sugars,3,Sugars,grams of fat,1,Fat
Triples,General Mills,Cold,grams of sugars,3,Sugars,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,grams of sugars,3,Sugars,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,grams of sugars,3,Sugars,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,grams of sugars,3,Sugars,grams of sugars,3,Sugars
Triples,General Mills,Cold,grams of sugars,3,Sugars,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,grams of sugars,3,Sugars,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,grams of sugars,3,Sugars,Display shelf,3,Shelf
Triples,General Mills,Cold,grams of sugars,3,Sugars,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,grams of sugars,3,Sugars,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,grams of sugars,3,Sugars,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,calories per serving,110,Calories
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,grams of protein,2,Protein
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,grams of fat,1,Fat
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,grams of sugars,3,Sugars
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,Display shelf,3,Shelf
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,milligrams of potassium,60,Potassium,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,calories per serving,110,Calories
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of protein,2,Protein
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of fat,1,Fat
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of sugars,3,Sugars
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Display shelf,3,Shelf
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,Display shelf,3,Shelf,calories per serving,110,Calories
Triples,General Mills,Cold,Display shelf,3,Shelf,grams of protein,2,Protein
Triples,General Mills,Cold,Display shelf,3,Shelf,grams of fat,1,Fat
Triples,General Mills,Cold,Display shelf,3,Shelf,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,Display shelf,3,Shelf,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,Display shelf,3,Shelf,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,Display shelf,3,Shelf,grams of sugars,3,Sugars
Triples,General Mills,Cold,Display shelf,3,Shelf,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,Display shelf,3,Shelf,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,Display shelf,3,Shelf,Display shelf,3,Shelf
Triples,General Mills,Cold,Display shelf,3,Shelf,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,Display shelf,3,Shelf,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,Display shelf,3,Shelf,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,calories per serving,110,Calories
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of protein,2,Protein
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of fat,1,Fat
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of sugars,3,Sugars
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Display shelf,3,Shelf
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,calories per serving,110,Calories
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of protein,2,Protein
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of fat,1,Fat
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of sugars,3,Sugars
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,Display shelf,3,Shelf
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,Number of cups in one serving,0.75,Cups,Rating of cereal,39.106174,**Rating**
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,calories per serving,110,Calories
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,grams of protein,2,Protein
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,grams of fat,1,Fat
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,milligrams of sodium,250,Sodium
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,grams of dietary fiber,0,Fiber
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,grams of complex carbohydrates,21,Carbohydrates
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,grams of sugars,3,Sugars
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,milligrams of potassium,60,Potassium
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,Display shelf,3,Shelf
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,Weight in ounces per one serving,1,Ounces
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,Number of cups in one serving,0.75,Cups
Triples,General Mills,Cold,Rating of cereal,39.106174,**Rating**,Rating of cereal,39.106174,**Rating**
Trix,General Mills,Cold,calories per serving,110,Calories,calories per serving,110,Calories
Trix,General Mills,Cold,calories per serving,110,Calories,grams of protein,1,Protein
Trix,General Mills,Cold,calories per serving,110,Calories,grams of fat,1,Fat
Trix,General Mills,Cold,calories per serving,110,Calories,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,calories per serving,110,Calories,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,calories per serving,110,Calories,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,calories per serving,110,Calories,grams of sugars,12,Sugars
Trix,General Mills,Cold,calories per serving,110,Calories,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,calories per serving,110,Calories,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,calories per serving,110,Calories,Display shelf,2,Shelf
Trix,General Mills,Cold,calories per serving,110,Calories,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,calories per serving,110,Calories,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,calories per serving,110,Calories,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,grams of protein,1,Protein,calories per serving,110,Calories
Trix,General Mills,Cold,grams of protein,1,Protein,grams of protein,1,Protein
Trix,General Mills,Cold,grams of protein,1,Protein,grams of fat,1,Fat
Trix,General Mills,Cold,grams of protein,1,Protein,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,grams of protein,1,Protein,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,grams of protein,1,Protein,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,grams of protein,1,Protein,grams of sugars,12,Sugars
Trix,General Mills,Cold,grams of protein,1,Protein,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,grams of protein,1,Protein,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,grams of protein,1,Protein,Display shelf,2,Shelf
Trix,General Mills,Cold,grams of protein,1,Protein,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,grams of protein,1,Protein,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,grams of protein,1,Protein,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,grams of fat,1,Fat,calories per serving,110,Calories
Trix,General Mills,Cold,grams of fat,1,Fat,grams of protein,1,Protein
Trix,General Mills,Cold,grams of fat,1,Fat,grams of fat,1,Fat
Trix,General Mills,Cold,grams of fat,1,Fat,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,grams of fat,1,Fat,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,grams of fat,1,Fat,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,grams of fat,1,Fat,grams of sugars,12,Sugars
Trix,General Mills,Cold,grams of fat,1,Fat,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,grams of fat,1,Fat,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,grams of fat,1,Fat,Display shelf,2,Shelf
Trix,General Mills,Cold,grams of fat,1,Fat,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,grams of fat,1,Fat,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,grams of fat,1,Fat,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,calories per serving,110,Calories
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,grams of protein,1,Protein
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,grams of fat,1,Fat
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,grams of sugars,12,Sugars
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,Display shelf,2,Shelf
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,milligrams of sodium,140,Sodium,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,calories per serving,110,Calories
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of protein,1,Protein
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of fat,1,Fat
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,grams of sugars,12,Sugars
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,Display shelf,2,Shelf
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,grams of dietary fiber,0,Fiber,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,calories per serving,110,Calories
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,grams of protein,1,Protein
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,grams of fat,1,Fat
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,grams of sugars,12,Sugars
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,Display shelf,2,Shelf
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,grams of complex carbohydrates,13,Carbohydrates,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,grams of sugars,12,Sugars,calories per serving,110,Calories
Trix,General Mills,Cold,grams of sugars,12,Sugars,grams of protein,1,Protein
Trix,General Mills,Cold,grams of sugars,12,Sugars,grams of fat,1,Fat
Trix,General Mills,Cold,grams of sugars,12,Sugars,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,grams of sugars,12,Sugars,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,grams of sugars,12,Sugars,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,grams of sugars,12,Sugars,grams of sugars,12,Sugars
Trix,General Mills,Cold,grams of sugars,12,Sugars,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,grams of sugars,12,Sugars,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,grams of sugars,12,Sugars,Display shelf,2,Shelf
Trix,General Mills,Cold,grams of sugars,12,Sugars,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,grams of sugars,12,Sugars,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,grams of sugars,12,Sugars,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,calories per serving,110,Calories
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,grams of protein,1,Protein
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,grams of fat,1,Fat
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,grams of sugars,12,Sugars
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,Display shelf,2,Shelf
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,Weight in ounces per one serving,1,Ounces
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,Number of cups in one serving,1,Cups
Trix,General Mills,Cold,milligrams of potassium,25,Potassium,Rating of cereal,27.753301,**Rating**
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,calories per serving,110,Calories
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of protein,1,Protein
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of fat,1,Fat
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,milligrams of sodium,140,Sodium
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of dietary fiber,0,Fiber
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of complex carbohydrates,13,Carbohydrates
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of sugars,12,Sugars
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,milligrams of potassium,25,Potassium
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Display shelf,2,Shelf
Trix,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Weight in ounces per one serving,1,Ounces
